f1,f2,f3,f4,f5,f6
0.24835707650561634,12.261985928827533,0.6184384884245218,-0.9587784561867748,-0.5570406791165438,0.6548488433431189
0.1915343165430162,0.033329946305933056,0.8271231045050775,-2.3112871456274973,-0.315465416868895,0.36827298244952217
0.8412240433800559,-0.09223221179227917,0.9140805996182906,-3.8948755354150775,-0.47103009178712246,0.8455196962597337
1.5277640335733684,0.6719668974807591,1.3703461673219044,-3.4818766232772798,-0.2739979093705689,1.1949511300032092
0.8864306608417627,1.1711558401012163,1.0985379082823785,-3.695944321005141,-0.10707515535559438,0.6393100266622989
1.108502026110356,0.5731761138752276,0.7129702640212634,-3.3165389234000315,0.4185772431656922,0.3197589053597743
2.218700619611073,1.0957178551252995,1.068545232735557,-2.6260662372785184,-0.16057951935285122,1.471005017033464
1.994743850128033,2.0615520582600113,0.6515946405230978,-2.360449244105985,-0.7928128533847963,1.0377289963004677
1.5339186580365543,1.6223171459899808,1.1657736288598555,-1.702686067955611,0.5700339232475802,0.9566243364431729
2.1709341267250215,1.670393950745822,0.8416718933143591,-1.7722183541978804,-0.4185450668075198,1.238171180160996
1.7704041861840758,1.3942405671399656,0.902333756255051,-2.959211742503625,-0.02936021355231436,1.5048745012932518
1.8417096246722486,1.3582255111633452,1.1699109927284015,-1.901397561682829,0.22326825347035575,1.7527956186054392
2.23703459263956,1.2583210035569574,0.6295622090624342,-2.490509694463956,0.0998052092013914,1.3508275465441906
1.169413334527644,1.22966668898973,0.5883955426550516,-3.4261059932263818,0.5470897737607378,0.668271885277992
1.242115585200861,0.9107264618693056,0.7305352457442151,-3.60402386903078,0.23950157169637945,0.604773082833453
1.7709692679698208,0.9571682156457038,1.0330113851135416,-4.516834788327293,-0.430654789848554,1.2890960818281867
1.463238544764827,1.8708103373484959,0.49822654278892403,-4.934265170316725,1.089281086995831,1.2376683552321195
2.0157795173016666,1.359834341178295,0.21114159912881414,-4.590211248753259,0.09716673166911662,1.0217641609844461
1.267014447790973,1.305367566542572,0.6615739574590953,-4.241869509507132,-0.07367011331075311,0.3561802029825702
0.8529423611897319,1.569839328133035,0.8351841707230893,-5.139699575932761,0.48196271152778547,0.8110363661748974
2.1083948890457234,1.0486639976093914,0.9367590592949313,-5.627404948881506,0.12472547296503611,1.5323051046013512
1.0606191979601625,1.8613452222771636,0.5748305534242283,-4.553071944111262,0.19961409646966355,0.38558963693018017
0.9900132077133181,0.7805501287131805,0.5548658227753798,-4.056671826377321,1.2460919993003434,0.6967631874218635
0.01500568122298207,0.5041787951536106,0.8366003034946122,-1.9816067870287792,-0.13756071412752333,0.3487281348870944
0.21847510486601773,-0.09965748784293024,0.19957164613337253,-0.8014786132872516,-0.1588804470086979,0.1544875858712329
0.3054612948549333,0.50140466980407,0.4625981508315379,0.3428144552726875,0.0582892560062319,0.13335590885985726
-0.56616325583976,0.8097449276643294,0.54430503521779,-1.0450540951831144,0.5357579677905193,0.08339732735816821
-0.03953076515687315,0.010042453809848695,0.5611721084307468,-0.28119374354969184,-0.7532670150951996,0.06791030075705096
-0.7565684503287583,-0.17827943866138074,0.3337211076385356,-0.33430054524660247,-0.9827779457382526,-0.575205125412805
-0.8193542231000692,-0.9411399902497101,0.4062277317474415,-0.885282348784852,-0.2935576353100738,-0.6977036891597383
-1.1764238106996439,-0.6132175044066943,-0.1353077162059243,-0.7172670082523235,-0.8169614795296436,-0.37663431621173726
-0.13295511960290785,-1.4716708582285705,0.19314660197200656,0.22794452635916007,-0.21241567376281922,0.1147992160843717
-1.2277750979205457,-0.009413781426891851,0.377416952142849,0.7287761173633717,0.2512498480646451,-0.48306775389158435
-1.8875113154819807,-1.0265008542260372,0.05171664480143698,-0.14969768397868832,-0.4453744317761318,-1.01629559167072
-1.058381648880445,-1.6498200029460572,0.22103551020933873,0.592761229613932,-0.7134132883906712,-0.5686798542180462
-2.1625348575758183,-1.3251162392843945,0.25934164306078067,-0.04482631246203195,0.034668580857673985,-1.2186122655579972
-1.5001427039549997,-1.5759478540897398,0.06191386856659255,0.17185680650225427,0.43127174230758514,-0.8177883203194991
-2.605888518796431,-1.359924415062573,0.12476437866362386,-0.13149326097487996,-0.8474867192583063,-1.6895323888231633
